graph_id,split
grafo5013.82,train
grafo5014.61,train
grafo5015.80,train
grafo5016.61,train
grafo5017.63,train
grafo5018.81,train
grafo5019.63,train
grafo502.20,train
grafo5020.62,train
grafo5021.66,train
grafo5022.67,train
grafo5023.55,train
grafo5024.84,train
grafo5025.79,train
grafo5026.52,train
grafo5027.60,train
grafo5028.83,train
grafo5029.80,train
grafo503.11,train
grafo5030.67,train
grafo5031.64,train
grafo5032.57,train
grafo5033.66,train
grafo5034.78,train
grafo5035.56,train
grafo5036.62,train
grafo5037.75,train
grafo5038.55,train
grafo5039.71,train
grafo504.25,train
grafo5040.53,train
grafo5041.57,train
grafo5042.56,train
grafo5043.64,train
grafo5044.59,train
grafo5045.55,train
grafo5046.80,train
grafo5047.60,train
grafo5048.61,train
grafo5049.63,train
grafo505.13,train
grafo5050.55,train
grafo5051.80,train
grafo5052.53,train
grafo5053.60,train
grafo5054.69,train
grafo5055.56,train
grafo5056.58,train
grafo5057.53,train
grafo5058.62,train
grafo5059.69,train
grafo506.43,train
grafo5060.75,train
grafo5061.58,train
grafo5062.64,train
grafo5063.78,train
grafo5064.58,train
grafo5065.60,train
grafo5066.51,train
grafo5067.64,train
grafo5068.63,train
grafo5069.64,train
grafo507.24,train
grafo5070.52,train
grafo5071.56,train
grafo5072.64,train
grafo5073.78,train
grafo5074.73,train
grafo5075.58,train
grafo5076.78,train
grafo5077.56,train
grafo5078.49,train
grafo5079.64,train
grafo508.20,train
grafo5080.79,train
grafo5081.55,train
grafo5082.60,train
grafo5083.59,train
grafo5084.62,train
grafo5085.81,train
grafo5086.83,train
grafo5087.77,train
grafo5088.54,train
grafo5089.56,train
grafo509.21,train
grafo5090.76,train
grafo5091.53,train
grafo5092.52,train
grafo5093.80,train
grafo5094.70,train
grafo5095.62,train
grafo5096.60,train
grafo5097.71,train
grafo5098.58,train
grafo5099.78,train
grafo510.13,train
grafo5100.67,train
grafo5101.78,train
grafo5102.51,train
grafo5103.53,train
grafo5104.57,train
grafo5105.52,train
grafo5106.73,train
grafo5107.67,train
grafo5108.72,train
grafo5109.83,train
grafo511.13,train
grafo5110.58,train
grafo5111.69,train
grafo5112.61,train
grafo5113.63,train
grafo5114.53,train
grafo5115.65,train
grafo5116.74,train
grafo5117.56,train
grafo5118.62,train
grafo5119.76,train
grafo512.16,train
grafo5120.60,train
grafo5121.74,train
grafo5122.39,train
grafo5123.68,train
grafo5124.36,train
grafo5125.35,train
grafo5126.43,train
grafo5127.33,train
grafo5128.37,train
grafo5129.53,train
grafo513.10,train
grafo5130.44,train
grafo5131.48,train
grafo5132.80,train
grafo5133.33,train
grafo5134.62,train
grafo5135.39,train
grafo5136.58,train
grafo5137.59,train
grafo5138.45,train
grafo5139.56,train
grafo514.13,train
grafo5140.62,train
grafo5141.42,train
grafo5142.36,train
grafo5143.34,train
grafo5144.71,train
grafo5145.40,train
grafo5146.41,train
grafo5147.67,train
grafo5148.34,train
grafo5149.41,train
grafo515.11,train
grafo5150.52,train
grafo5151.38,train
grafo5152.39,train
grafo5153.33,train
grafo5154.39,train
grafo5155.36,train
grafo5156.56,train
grafo5157.39,train
grafo5158.43,train
grafo5159.59,train
grafo516.15,train
grafo5160.42,train
grafo5161.45,train
grafo5162.43,train
grafo5163.62,train
grafo5164.47,train
grafo5165.42,train
grafo5166.42,train
grafo5167.40,train
grafo5168.45,train
grafo5169.75,train
grafo517.17,train
grafo5170.59,train
grafo5171.77,train
grafo5172.62,train
grafo5173.58,train
grafo5174.44,train
grafo5175.36,train
grafo5176.74,train
grafo5177.33,train
grafo5178.42,train
grafo5179.71,train
grafo518.15,train
grafo5180.77,train
grafo5181.39,train
grafo5182.33,train
grafo5183.42,train
grafo5184.36,train
grafo5185.41,train
grafo5186.55,train
grafo5187.43,train
grafo5188.70,train
grafo5189.72,train
grafo519.12,train
grafo5190.36,train
grafo5191.41,train
grafo5192.34,train
grafo5193.37,train
grafo5194.48,train
grafo5195.60,train
grafo5196.73,train
grafo5197.34,train
grafo5198.45,train
grafo5199.42,train
grafo520.14,train
grafo5200.35,train
grafo5201.53,train
grafo5202.35,train
grafo5203.33,train
grafo5204.36,train
grafo5205.35,train
grafo5206.33,train
grafo5207.43,train
grafo5208.39,train
grafo5209.60,train
grafo521.20,train
grafo5210.74,train
grafo5211.40,train
grafo5212.63,train
grafo5213.31,train
grafo5214.59,train
grafo5215.39,train
grafo5216.43,train
grafo5217.78,train
grafo5218.36,train
grafo5219.38,train
grafo522.24,train
grafo5220.49,train
grafo5221.44,train
grafo5222.38,train
grafo5223.60,train
grafo5224.42,train
grafo5225.41,train
grafo5226.36,train
grafo5227.38,train
grafo5228.43,train
grafo5229.37,train
grafo523.20,train
grafo5230.69,train
grafo5231.40,train
grafo5232.46,train
grafo5233.37,train
grafo5234.41,train
grafo5235.32,train
grafo5236.38,train
grafo5237.72,train
grafo5238.32,train
grafo5239.59,train
grafo524.14,train
grafo5240.43,train
grafo5241.42,train
grafo5242.39,train
grafo5243.44,train
grafo5244.32,train
grafo5245.43,train
grafo5246.83,train
grafo5247.33,train
grafo5248.36,train
grafo5249.56,train
grafo525.16,train
grafo5250.42,train
grafo5251.58,train
grafo5252.38,train
grafo5253.41,train
grafo5254.45,train
grafo5255.47,train
grafo5256.38,train
grafo5257.38,train
grafo5258.36,train
grafo5259.40,train
grafo526.12,train
grafo5260.35,train
grafo5261.72,train
grafo5262.37,train
grafo5263.75,train
grafo5264.36,train
grafo5265.40,train
grafo5266.81,train
grafo5267.43,train
grafo5268.43,train
grafo5269.42,train
grafo527.17,train
grafo5270.35,train
grafo5271.39,train
grafo5272.54,train
grafo5273.41,train
grafo5274.35,train
grafo5275.37,train
grafo5276.34,train
grafo5277.44,train
grafo5278.39,train
grafo5279.78,train
grafo528.18,train
grafo5280.75,train
grafo5281.61,train
grafo5282.58,train
grafo5283.38,train
grafo5284.39,train
grafo5285.76,train
grafo5286.37,train
grafo5287.61,train
grafo5288.36,train
grafo5289.37,train
grafo529.16,train
grafo5290.38,train
grafo5291.37,train
grafo5292.37,train
grafo5293.76,train
grafo5294.58,train
grafo5295.36,train
grafo5296.44,train
grafo5297.44,train
grafo5298.43,train
grafo5299.35,train
grafo530.13,train
grafo5300.59,train
grafo5301.37,train
grafo5302.49,train
grafo5303.34,train
grafo5304.33,train
grafo5305.63,train
grafo5306.43,train
grafo5307.39,train
grafo5308.39,train
grafo5309.39,train
grafo531.17,train
grafo5310.69,train
grafo5311.54,train
grafo5312.39,train
grafo5313.58,train
grafo5314.38,train
grafo5315.37,train
grafo5316.36,train
grafo5317.57,train
grafo5318.43,train
grafo5319.36,train
grafo532.11,train
grafo5320.45,train
grafo5321.34,train
grafo5322.67,train
grafo5323.44,train
grafo5324.62,train
grafo5325.44,train
grafo5326.44,train
grafo5327.40,train
grafo5328.41,train
grafo5329.57,train
grafo533.11,train
grafo5330.48,train
grafo5331.46,train
grafo5332.61,train
grafo5333.43,train
grafo5334.41,train
grafo5335.32,train
grafo5336.36,train
grafo5337.43,train
grafo5338.46,train
grafo5339.43,train
grafo534.15,train
grafo5340.34,train
grafo5341.56,train
grafo5342.44,train
grafo5343.38,train
grafo5344.41,train
grafo5345.42,train
grafo5346.40,train
grafo5347.80,train
grafo5348.46,train
grafo5349.39,train
grafo535.20,train
grafo5350.58,train
grafo5351.35,train
grafo5352.44,train
grafo5353.39,train
grafo5354.42,train
grafo5355.35,train
grafo5356.39,train
grafo5357.48,train
grafo5358.47,train
grafo5359.41,train
grafo536.14,train
grafo5360.36,train
grafo5361.76,train
grafo5362.37,train
grafo5363.75,train
grafo5364.47,train
grafo5365.37,train
grafo5366.51,train
grafo5367.38,train
grafo5368.35,train
grafo5369.36,train
grafo537.26,train
grafo5370.80,train
grafo5371.43,train
grafo5372.36,train
grafo5373.40,train
grafo5374.35,train
grafo5375.71,train
grafo5376.48,train
grafo5377.74,train
grafo5378.38,train
grafo5379.39,train
grafo538.18,train
grafo5380.36,train
grafo5381.36,train
grafo5382.45,train
grafo5383.78,train
grafo5384.58,train
grafo5385.36,train
grafo5386.66,train
grafo5387.34,train
grafo5388.36,train
grafo5389.58,train
grafo539.22,train
grafo5390.37,train
grafo5391.74,train
grafo5392.37,train
grafo5393.73,train
grafo5394.40,train
grafo5395.33,train
grafo5396.59,train
grafo5397.41,train
grafo5398.82,train
grafo5399.35,train
grafo540.16,train
grafo5400.74,train
grafo5401.74,train
grafo5402.43,train
grafo5403.58,train
grafo5404.44,train
grafo5405.45,train
grafo5406.62,train
grafo5407.39,train
grafo5408.37,train
grafo5409.36,train
grafo541.10,train
grafo5410.36,train
grafo5411.77,train
grafo5412.78,train
grafo5413.77,train
grafo5414.41,train
grafo5415.62,train
grafo5416.33,train
grafo5417.44,train
grafo5418.61,train
grafo5419.35,train
grafo542.12,train
grafo5420.41,train
grafo5421.34,train
grafo5422.44,train
grafo5423.76,train
grafo5424.34,train
grafo5425.56,train
grafo5426.40,train
grafo5427.38,train
grafo5428.44,train
grafo5429.36,train
grafo543.12,train
grafo5430.41,train
grafo5431.68,train
grafo5432.47,train
grafo5433.34,train
grafo5434.75,train
grafo5435.60,train
grafo5436.42,train
grafo5437.50,train
grafo5438.47,train
grafo5439.78,train
grafo544.25,train
grafo5440.44,train
grafo5441.43,train
grafo5442.38,train
grafo5443.43,train
grafo5444.55,train
grafo5445.39,train
grafo5446.40,train
grafo5447.46,train
grafo5448.35,train
grafo5449.82,train
grafo545.23,train
grafo5450.36,train
grafo5451.41,train
grafo5452.34,train
grafo5453.40,train
grafo5454.38,train
grafo5455.55,train
grafo5456.42,train
grafo5457.36,train
grafo5458.41,train
grafo5459.39,train
grafo546.12,train
grafo5460.80,train
grafo5461.38,train
grafo5462.55,train
grafo5463.42,train
grafo5464.46,train
grafo5465.40,train
grafo5466.42,train
grafo5467.43,train
grafo5468.42,train
grafo5469.81,train
grafo547.16,train
grafo5470.34,train
grafo5471.39,train
grafo5472.43,train
grafo5473.46,train
grafo5474.48,train
grafo5475.40,train
grafo5476.43,train
grafo5477.42,train
grafo5478.32,train
grafo5479.41,train
grafo548.13,train
grafo5480.46,train
grafo5481.62,train
grafo5482.36,train
grafo5483.60,train
grafo5484.31,train
grafo5485.34,train
grafo5486.43,train
grafo5487.36,train
grafo5488.58,train
grafo5489.78,train
grafo549.15,train
grafo5490.53,train
grafo5491.74,train
grafo5492.47,train
grafo5493.35,train
grafo5494.54,train
grafo5495.34,train
grafo5496.44,train
grafo5497.77,train
grafo5498.34,train
grafo5499.38,train
grafo550.15,train
grafo5500.37,train
grafo5501.48,train
grafo5502.37,train
grafo5503.78,train
grafo5504.40,train
grafo5505.35,train
grafo5506.43,train
grafo5507.46,train
grafo5508.33,train
grafo5509.46,train
grafo551.23,train
grafo5510.34,train
grafo5511.43,train
grafo5512.35,train
grafo5513.71,train
grafo5514.39,train
grafo5515.43,train
grafo5516.64,train
grafo5517.37,train
grafo5518.56,train
grafo5519.43,train
grafo552.27,train
grafo5520.35,train
grafo5521.36,train
grafo5522.35,train
grafo5523.34,train
grafo5524.36,train
grafo5525.40,train
grafo5526.46,train
grafo5527.34,train
grafo5528.36,train
grafo5529.36,train
grafo553.16,train
grafo5530.77,train
grafo5531.37,train
grafo5532.81,train
grafo5533.47,train
grafo5534.41,train
grafo5535.44,train
grafo5536.38,train
grafo5537.43,train
grafo5538.58,train
grafo5539.36,train
grafo554.10,train
grafo5540.75,train
grafo5541.69,train
grafo5542.60,train
grafo5543.32,train
grafo5544.67,train
grafo5545.40,train
grafo5546.36,train
grafo5547.33,train
grafo5548.42,train
grafo5549.41,train
grafo555.12,train
grafo5550.42,train
grafo5551.37,train
grafo5552.47,train
grafo5553.37,train
grafo5554.44,train
grafo5555.39,train
grafo5556.34,train
grafo5557.42,train
grafo5558.80,train
grafo5559.61,train
grafo556.15,train
grafo5560.45,train
grafo5561.36,train
grafo5562.38,train
grafo5563.42,train
grafo5564.68,train
grafo5565.41,train
grafo5566.43,train
grafo5567.39,train
grafo5568.40,train
grafo5569.37,train
grafo557.11,train
grafo5570.37,train
grafo5571.39,train
grafo5572.82,train
grafo5573.34,train
grafo5574.35,train
grafo5575.39,train
grafo5576.59,train
grafo5577.80,train
grafo5578.36,train
grafo5579.39,train
grafo558.15,train
grafo5580.47,train
grafo5581.45,train
grafo5582.38,train
grafo5583.33,train
grafo5584.48,train
grafo5585.34,train
grafo5586.60,train
grafo5587.48,train
grafo5588.75,train
grafo5589.44,train
grafo559.13,train
grafo5590.44,train
grafo5591.38,train
grafo5592.48,train
grafo5593.34,train
grafo5594.75,train
grafo5595.42,train
grafo5596.37,train
grafo5597.36,train
grafo5598.37,train
grafo5599.65,train
grafo560.18,train
grafo5600.59,train
grafo5601.35,train
grafo5602.45,train
grafo5603.38,train
grafo5604.39,train
grafo5605.51,train
grafo5606.77,train
grafo5607.38,train
grafo5608.74,train
grafo5609.35,train
grafo561.20,train
grafo5610.62,train
grafo5611.76,train
grafo5612.36,train
grafo5613.35,train
grafo5614.42,train
grafo5615.38,train
grafo5616.43,train
grafo5617.45,train
grafo5618.34,train
grafo5619.39,train
grafo562.14,train
grafo5620.42,train
grafo5621.43,train
grafo5622.37,train
grafo5623.45,train
grafo5624.37,train
grafo5625.34,train
grafo5626.57,train
grafo5627.34,train
grafo5628.34,train
grafo5629.39,train
grafo563.19,train
grafo5630.43,train
grafo5631.67,train
grafo5632.36,train
grafo5633.45,train
grafo5634.43,train
grafo5635.47,train
grafo5636.44,train
grafo5637.41,train
grafo5638.36,train
grafo5639.77,train
grafo564.12,train
grafo5640.50,train
grafo5641.37,train
grafo5642.46,train
grafo5643.40,train
grafo5644.42,train
grafo5645.41,train
grafo5646.33,train
grafo5647.78,train
grafo5648.77,train
grafo5649.40,train
grafo565.17,train
grafo5650.78,train
grafo5651.41,train
grafo5652.40,train
grafo5653.43,train
grafo5654.49,train
grafo5655.35,train
grafo5656.45,train
grafo5657.33,train
grafo5658.65,train
grafo5659.46,train
grafo566.18,train
grafo5660.43,train
grafo5661.48,train
grafo5662.37,train
grafo5663.34,train
grafo5664.72,train
grafo5665.67,train
grafo5666.43,train
grafo5667.36,train
grafo5668.37,train
grafo5669.43,train
grafo567.14,train
grafo5670.37,train
grafo5671.55,train
grafo5672.48,train
grafo5673.73,train
grafo5674.38,train
grafo5675.40,train
grafo5676.39,train
grafo5677.42,train
grafo5678.77,train
grafo5679.60,train
grafo568.20,train
grafo5680.37,train
grafo5681.79,train
grafo5682.38,train
grafo5683.39,train
grafo5684.78,train
grafo5685.62,train
grafo5686.37,train
grafo5687.43,train
grafo5688.34,train
grafo5689.61,train
grafo569.28,train
grafo5690.74,train
grafo5691.46,train
grafo5692.35,train
grafo5693.34,train
grafo5694.45,train
grafo5695.34,train
grafo5696.42,train
grafo5697.40,train
grafo5698.37,train
grafo5699.85,train
grafo570.16,train
grafo5700.36,train
grafo5701.45,train
grafo5702.33,train
grafo5703.38,train
grafo5704.78,train
grafo5705.46,train
grafo5706.62,train
grafo5707.47,train
grafo5708.48,train
grafo5709.59,train
grafo571.12,train
grafo5710.47,train
grafo5711.38,train
grafo5712.36,train
grafo5713.46,train
grafo5714.40,train
grafo5715.47,train
grafo5716.40,train
grafo5717.41,train
grafo5718.46,train
grafo5719.40,train
grafo572.17,train
grafo5720.47,train
grafo5721.49,train
grafo5722.44,train
grafo5723.43,train
grafo5724.34,train
grafo5725.76,train
grafo5726.45,train
grafo5727.43,train
grafo5728.60,train
grafo5729.53,train
grafo573.13,train
grafo5730.33,train
grafo5731.45,train
grafo5732.45,train
grafo5733.39,train
grafo5734.36,train
grafo5735.77,train
grafo5736.37,train
grafo5737.34,train
grafo5738.35,train
grafo5739.81,train
grafo574.12,train
grafo5740.61,train
grafo5741.42,train
grafo5742.39,train
grafo5743.61,train
grafo5744.34,train
grafo5745.50,train
grafo5746.45,train
grafo5747.40,train
grafo5748.57,train
grafo5749.36,train
grafo575.25,train
grafo5750.44,train
grafo5751.60,train
grafo5752.35,train
grafo5753.46,train
grafo5754.62,train
grafo5755.61,train
grafo5756.32,train
grafo5757.69,train
grafo5758.60,train
grafo5759.35,train
grafo576.12,train
grafo5760.43,train
grafo5761.38,train
grafo5762.39,train
grafo5763.39,train
grafo5764.36,train
grafo5765.44,train
grafo5766.46,train
grafo5767.44,train
grafo5768.43,train
grafo5769.35,train
grafo577.13,train
grafo5770.33,train
grafo5771.42,train
grafo5772.40,train
grafo5773.41,train
grafo5774.42,train
grafo5775.45,train
grafo5776.36,train
grafo5777.38,train
grafo5778.46,train
grafo5779.45,train
grafo578.26,train
grafo5780.48,train
grafo5781.35,train
grafo5782.36,train
grafo5783.36,train
grafo5784.66,train
grafo5785.37,train
grafo5786.43,train
grafo5787.33,train
grafo5788.64,train
grafo5789.39,train
grafo579.35,train
grafo5790.37,train
grafo5791.44,train
grafo5792.60,train
grafo5793.45,train
grafo5794.54,train
grafo5795.44,train
grafo5796.37,train
grafo5797.47,train
grafo5798.39,train
grafo5799.79,train
grafo580.29,train
grafo5800.34,train
grafo5801.45,train
grafo5802.34,train
grafo5803.45,train
grafo5804.37,train
grafo5805.42,train
grafo5806.48,train
grafo5807.32,train
grafo5808.33,train
grafo5809.36,train
grafo581.23,train
grafo5810.59,train
grafo5811.41,train
grafo5812.46,train
grafo5813.37,train
grafo5814.36,train
grafo5815.34,train
grafo5816.33,train
grafo5817.42,train
grafo5818.77,train
grafo5819.38,train
grafo582.15,train
grafo5820.35,train
grafo5821.33,train
grafo5822.36,train
grafo5823.41,train
grafo5824.77,train
grafo5825.35,train
grafo5826.73,train
grafo5827.34,train
grafo5828.43,train
grafo5829.34,train
grafo583.15,train
grafo5830.40,train
grafo5831.61,train
grafo5832.46,train
grafo5833.39,train
grafo5834.31,train
grafo5835.44,train
grafo5836.78,train
grafo5837.36,train
grafo5838.35,train
grafo5839.36,train
grafo584.25,train
grafo5840.41,train
grafo5841.76,train
grafo5842.45,train
grafo5843.38,train
grafo5844.39,train
grafo5845.55,train
grafo5846.44,train
grafo5847.35,train
grafo5848.32,train
grafo5849.57,train
grafo585.15,train
grafo5850.43,train
grafo5851.56,train
grafo5852.35,train
grafo5853.57,train
grafo5854.78,train
grafo5855.34,train
grafo5856.34,train
grafo5857.38,train
grafo5858.63,train
grafo5859.75,train
grafo586.10,train
grafo5860.55,train
grafo5861.82,train
grafo5862.60,train
grafo5863.74,train
grafo5864.59,train
grafo5865.36,train
grafo5866.76,train
grafo5867.42,train
grafo5868.43,train
grafo5869.45,train
grafo587.10,train
grafo5870.80,train
grafo5871.39,train
grafo5872.33,train
grafo5873.46,train
grafo5874.76,train
grafo5875.37,train
grafo5876.40,train
grafo5877.37,train
grafo5878.44,train
grafo5879.36,train
grafo588.19,train
grafo5880.38,train
grafo5881.62,train
grafo5882.34,train
grafo5883.36,train
grafo5884.55,train
grafo5885.46,train
grafo5886.41,train
grafo5887.44,train
grafo5888.37,train
grafo5889.60,train
grafo589.12,train
grafo5890.48,train
grafo5891.37,train
grafo5892.42,train
grafo5893.38,train
grafo5894.39,train
grafo5895.41,train
grafo5896.60,train
grafo5897.80,train
grafo5898.76,train
grafo5899.38,train
grafo590.15,train
grafo5900.46,train
grafo5901.35,train
grafo5902.74,train
grafo5903.38,train
grafo5904.37,train
grafo5905.46,train
grafo5906.34,train
grafo5907.58,train
grafo5908.79,train
grafo5909.47,train
grafo591.25,train
grafo5910.40,train
grafo5911.49,train
grafo5912.62,train
grafo5913.37,train
grafo5914.60,train
grafo5915.45,train
grafo5916.44,train
grafo5917.34,train
grafo5918.45,train
grafo5919.40,train
grafo592.14,train
grafo5920.38,train
grafo5921.38,train
grafo5922.42,train
grafo5923.65,train
grafo5924.57,train
grafo5925.45,train
grafo5926.43,train
grafo5927.37,train
grafo5928.77,train
grafo5929.71,train
grafo593.12,train
grafo5930.55,train
grafo5931.46,train
grafo5932.44,train
grafo5933.75,train
grafo5934.35,train
grafo5935.36,train
grafo5936.46,train
grafo5937.35,train
grafo5938.75,train
grafo5939.33,train
grafo594.11,train
grafo5940.73,train
grafo5941.41,train
grafo5942.34,train
grafo5943.39,train
grafo5944.44,train
grafo5945.45,train
grafo5946.39,train
grafo5947.34,train
grafo5948.59,train
grafo5949.38,train
grafo595.13,train
grafo5950.43,train
grafo5951.34,train
grafo5952.38,train
grafo5953.37,train
grafo5954.49,train
grafo5955.43,train
grafo5956.79,train
grafo5957.37,train
grafo5958.42,train
grafo5959.74,train
grafo596.14,train
grafo5960.55,train
grafo5961.33,train
grafo5962.69,train
grafo5963.61,train
grafo5964.60,train
grafo5965.37,train
grafo5966.35,train
grafo5967.37,train
grafo5968.35,train
grafo5969.38,train
grafo597.17,train
grafo5970.36,train
grafo5971.53,train
grafo5972.40,train
grafo5973.46,train
grafo5974.39,train
grafo5975.45,train
grafo5976.43,train
grafo5977.35,train
grafo5978.41,train
grafo5979.56,train
grafo598.33,train
grafo5980.40,train
grafo5981.35,train
grafo5982.44,train
grafo5983.41,train
grafo5984.42,train
grafo5985.62,train
grafo5986.62,train
grafo5987.43,train
grafo5988.37,train
grafo5989.49,train
grafo599.18,train
grafo5990.34,train
grafo5991.34,train
grafo5992.44,train
grafo5993.38,train
grafo5994.33,train
grafo5995.42,train
grafo5996.78,train
grafo5997.62,train
grafo5998.38,train
grafo5999.36,train
grafo600.19,train
grafo6000.76,train
grafo6001.33,train
grafo6002.76,train
grafo6003.37,train
grafo6004.42,train
grafo6005.75,train
grafo6006.36,train
grafo6007.45,train
grafo6008.43,train
grafo6009.42,train
grafo601.19,train
grafo6010.35,train
grafo6011.35,train
grafo6012.51,train
grafo6013.42,train
grafo6014.44,train
grafo6015.39,train
grafo6016.75,train
grafo6017.62,train
grafo6018.42,train
grafo6019.39,train
grafo602.15,train
grafo6020.39,train
grafo6021.50,train
grafo6022.61,train
grafo6023.37,train
grafo6024.36,train
grafo6025.56,train
grafo6026.39,train
grafo6027.40,train
grafo6028.36,train
grafo6029.39,train
grafo603.26,train
grafo6030.59,train
grafo6031.58,train
grafo6032.42,train
grafo6033.43,train
grafo6034.60,train
grafo6035.35,train
grafo6036.44,train
grafo6037.36,train
grafo6038.53,train
grafo6039.46,train
grafo604.12,train
grafo6040.34,train
grafo6041.76,train
grafo6042.36,train
grafo6043.44,train
grafo6044.47,train
grafo6045.72,train
grafo6046.41,train
grafo6047.32,train
grafo6048.45,train
grafo6049.36,train
grafo605.22,train
grafo6050.34,train
grafo6051.37,train
grafo6052.37,train
grafo6053.38,train
grafo6054.45,train
grafo6055.43,train
grafo6056.39,train
grafo6057.42,train
grafo6058.42,train
grafo6059.41,train
grafo606.21,train
grafo6060.59,train
grafo6061.45,train
grafo6062.38,train
grafo6063.43,train
grafo6064.46,train
grafo6065.76,train
grafo6066.36,train
grafo6067.36,train
grafo6068.72,train
grafo6069.38,train
grafo607.15,train
grafo6070.45,train
grafo6071.36,train
grafo6072.32,train
grafo6073.62,train
grafo6074.46,train
grafo6075.36,train
grafo6076.34,train
grafo6077.47,train
grafo6078.76,train
grafo6079.40,train
grafo608.13,train
grafo6080.62,train
grafo6081.42,train
grafo6082.42,train
grafo6083.76,train
grafo6084.57,train
grafo6085.79,train
grafo6086.33,train
grafo6087.39,train
grafo6088.41,train
grafo6089.47,train
grafo609.12,train
grafo6090.78,train
grafo6091.33,train
grafo6092.34,train
grafo6093.36,train
grafo6094.39,train
grafo6095.35,train
grafo6096.47,train
grafo6097.37,train
grafo6098.40,train
grafo6099.74,train
grafo610.29,train
grafo6100.34,train
grafo6101.36,train
grafo6102.33,train
grafo6103.41,train
grafo6104.35,train
grafo6105.45,train
grafo6106.38,train
grafo6107.57,train
grafo6108.38,train
grafo6109.36,train
grafo611.12,train
grafo6110.62,train
grafo6111.33,train
grafo6112.36,train
grafo6113.35,train
grafo6114.31,train
grafo6115.40,train
grafo6116.35,train
grafo6117.44,train
grafo6118.34,train
grafo6119.42,train
grafo612.11,train
grafo6120.43,train
grafo6121.33,train
grafo6122.41,train
grafo6123.38,train
grafo6124.46,train
grafo6125.53,train
grafo6126.39,train
grafo6127.55,train
grafo6128.47,train
grafo6129.45,train
grafo613.10,train
grafo6130.52,train
grafo6131.61,train
grafo6132.44,train
grafo6133.39,train
grafo6134.45,train
grafo6135.46,train
grafo6136.53,train
grafo6137.39,train
grafo6138.45,train
grafo6139.40,train
grafo614.25,train
grafo6140.41,train
grafo6141.42,train
grafo6142.40,train
grafo6143.39,train
grafo6144.43,train
grafo6145.44,train
grafo6146.79,train
grafo6147.53,train
grafo6148.39,train
grafo6149.40,train
grafo615.15,train
grafo6150.41,train
grafo6151.59,train
grafo6152.41,train
grafo6153.39,train
grafo6154.44,train
grafo6155.39,train
grafo6156.34,train
grafo6157.42,train
grafo6158.42,train
grafo6159.52,train
grafo616.19,train
grafo6160.49,train
grafo6161.47,train
grafo6162.44,train
grafo6163.37,train
grafo6164.41,train
grafo6165.43,train
grafo6166.46,train
grafo6167.40,train
grafo6168.47,train
grafo6169.47,train
grafo617.17,train
grafo6170.36,train
grafo6171.42,train
grafo6172.41,train
grafo6173.62,train
grafo6174.40,train
grafo6175.41,train
grafo6176.45,train
grafo6177.52,train
grafo6178.40,train
grafo6179.45,train
grafo618.13,train
grafo6180.41,train
grafo6181.40,train
grafo6182.40,train
grafo6183.43,train
grafo6184.81,train
grafo6185.51,train
grafo6186.67,train
grafo6187.81,train
grafo6188.44,train
grafo6189.40,train
grafo619.13,train
grafo6190.41,train
grafo6191.41,train
grafo6192.41,train
grafo6193.58,train
grafo6194.58,train
grafo6195.40,train
grafo6196.42,train
grafo6197.40,train
grafo6198.41,train
grafo6199.42,train
grafo620.27,train
grafo6200.45,train
grafo6201.53,train
grafo6202.38,train
grafo6203.42,train
grafo6204.45,train
grafo6205.42,train
grafo6206.62,train
grafo6207.40,train
grafo6208.40,train
grafo6209.43,train
grafo621.19,train
grafo6210.49,train
grafo6211.54,train
grafo6212.46,train
grafo6213.59,train
grafo6214.39,train
grafo6215.38,train
grafo6216.45,train
grafo6217.37,train
grafo6218.34,train
grafo6219.37,train
grafo622.23,train
grafo6220.36,train
grafo6221.53,train
grafo6222.39,train
grafo6223.42,train
grafo6224.44,train
grafo6225.54,train
grafo6226.82,train
grafo6227.36,train
grafo6228.46,train
grafo6229.44,train
grafo623.13,train
grafo6230.52,train
grafo6231.39,train
grafo6232.39,train
grafo6233.36,train
grafo6234.39,train
grafo6235.45,train
grafo6236.77,train
grafo6237.46,train
grafo6238.57,train
grafo6239.56,train
grafo624.17,train
grafo6240.43,train
grafo6241.46,train
grafo6242.93,train
grafo6243.37,train
grafo6244.39,train
grafo6245.38,train
grafo6246.41,train
grafo6247.88,train
grafo6248.39,train
grafo6249.50,train
grafo625.14,train
grafo6250.56,train
grafo6251.49,train
grafo6252.43,train
grafo6253.41,train
grafo6254.37,train
grafo6255.48,train
grafo6256.41,train
grafo6257.42,train
grafo6258.41,train
grafo6259.44,train
grafo626.11,train
grafo6260.44,train
grafo6261.40,train
grafo6262.46,train
grafo6263.44,train
grafo6264.50,train
grafo6265.41,train
grafo6266.44,train
grafo6267.38,train
grafo6268.57,train
grafo6269.57,train
grafo627.27,train
grafo6270.42,train
grafo6271.44,train
grafo6272.67,train
grafo6273.43,train
grafo6274.48,train
grafo6275.39,train
grafo6276.44,train
grafo6277.42,train
grafo6278.98,train
grafo6279.40,train
grafo628.14,train
grafo6280.65,train
grafo6281.56,train
grafo6282.45,train
grafo6283.36,train
grafo6284.40,train
grafo6285.44,train
grafo6286.41,train
grafo6287.38,train
grafo6288.41,train
grafo6289.48,train
grafo629.14,train
grafo6290.43,train
grafo6291.85,train
grafo6292.74,train
grafo6293.68,train
grafo6294.39,train
grafo6295.45,train
grafo6296.43,train
